dow_number,lake_name,county,survey_id,survey_date,survey_type,survey_sub_type,species,gear,gear_count,total_catch,cpue,quartile_count_low,quartile_count_high,total_weight,average_weight,quartile_weight_low,quartile_weight_high
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,YEP,Standard trap nets,8,18,2.25,0,.,762,0.09,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,YEB,Standard gill nets,3,1,0.33,1,.,43,0.09,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,NOP,Standard gill nets,3,29,9.67,4,.,33359,2.54,1,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,YEB,Standard trap nets,8,14,1.75,2,.,3596,0.57,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,NOP,Standard trap nets,8,1,0.12,N,/,653,1.44,N,/
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,SHR,Standard gill nets,3,5,1.67,0,.,3284,1.45,1,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,WAE,Standard gill nets,3,6,2.00,0,.,7194,2.64,1,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,BLG,Standard gill nets,3,5,1.67,N,/,288,0.13,N,/
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,BOF,Standard gill nets,3,1,0.33,0,.,1982,4.37,3,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,SHR,Standard trap nets,8,1,0.12,0,.,1072,2.36,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,BLC,Standard gill nets,3,8,2.67,1,.,1017,0.28,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,YEP,Standard gill nets,3,73,24.33,2,.,2748,0.08,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,BRB,Standard gill nets,3,2,0.67,0,.,1263,1.39,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,PMK,Standard trap nets,8,58,7.25,2,.,2597,0.10,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,BLG,Standard trap nets,8,212,26.50,8,.,8245,0.09,0,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,BOF,Standard trap nets,8,9,1.12,0,.,14932,3.66,3,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,WTS,Standard trap nets,8,2,0.25,0,.,1882,2.07,1,.
01017100,Diamond,Aitkin,113681,2003-06-30,Standard Survey,Population Assessment,BLC,Standard trap nets,8,18,2.25,0,.,1705,0.21,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BLB,Standard trap nets,9,3,0.33,0,.,539,0.40,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BRB,Standard trap nets,9,1,0.11,0,.,558,1.23,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,YEP,Standard trap nets,9,4,0.44,0,.,384,0.21,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,SLR,Standard trap nets,9,6,0.67,N,/,12763,4.69,N,/
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,NOP,Standard gill nets,3,20,6.67,4,.,23359,2.57,1,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,RKB,Standard gill nets,3,1,0.33,0,.,85,0.19,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,YEB,Standard trap nets,9,13,1.44,2,.,4602,0.78,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,NOP,Standard trap nets,9,8,0.89,N,/,6735,1.86,N,/
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,SHR,Standard gill nets,3,1,0.33,0,.,338,0.75,1,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,RKB,Standard trap nets,9,1,0.11,0,.,129,0.28,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,WAE,Standard gill nets,3,2,0.67,0,.,1322,1.46,1,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,HSF,Standard trap nets,9,1,0.11,N,/,222,0.49,N,/
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BLG,Standard gill nets,3,6,2.00,N,/,168,0.06,N,/
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,PMK,Standard gill nets,3,1,0.33,N,/,129,0.28,N,/
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BOF,Standard gill nets,3,1,0.33,0,.,1014,2.24,3,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,SHR,Standard trap nets,9,1,0.11,0,.,855,1.88,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,WTS,Standard gill nets,3,1,0.33,0,.,337,0.74,1,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BLC,Standard gill nets,3,34,11.33,1,.,2464,0.16,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BLB,Standard gill nets,3,2,0.67,1,.,106,0.12,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,YEP,Standard gill nets,3,33,11.00,2,.,1366,0.09,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BLG,Standard trap nets,9,222,24.67,8,.,19221,0.19,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,PMK,Standard trap nets,9,19,2.11,2,.,1629,0.19,0,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BOF,Standard trap nets,9,19,2.11,0,.,31290,3.63,3,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,WTS,Standard trap nets,9,4,0.44,0,.,4690,2.58,1,.
01017100,Diamond,Aitkin,4291318228562000,2013-07-01,Standard Survey,Population Assessment,BLC,Standard trap nets,9,48,5.33,0,.,5876,0.27,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BRB,Standard trap nets,9,3,0.33,0,.,1602,1.18,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,YEP,Standard trap nets,9,34,3.78,0,.,1151,0.07,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,GOS,Survey seining,2,82,41.00,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,SLR,Standard trap nets,9,1,0.11,N,/,1945,4.29,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BNM,Survey seining,2,1,0.50,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,NOP,Standard gill nets,3,9,3.00,4,.,7097,1.74,1,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BCS,Survey seining,2,1,0.50,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,YEB,Standard trap nets,9,12,1.33,2,.,4072,0.75,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,NOP,Standard trap nets,9,6,0.67,N,/,2430,0.89,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,LMB,Survey seining,2,5,2.50,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BLG,Survey seining,2,453,226.50,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,PMK,Survey seining,2,12,6.00,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,WAE,Standard gill nets,3,1,0.33,0,.,1195,2.63,1,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BLC,Survey seining,2,9,4.50,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,YEP,Survey seining,2,44,22.00,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,JND,Survey seining,2,2,1.00,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,SHR,Standard trap nets,9,2,0.22,0,.,987,1.09,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,TPM,Survey seining,2,2,1.00,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,WTS,Standard gill nets,3,10,3.33,0,.,7867,1.73,1,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BLC,Standard gill nets,3,14,4.67,1,.,1120,0.18,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,YEP,Standard gill nets,3,148,49.33,2,.,5409,0.08,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,WAE,Standard trap nets,9,3,0.33,0,.,3326,2.44,1,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BLG,Standard trap nets,9,106,11.78,8,.,8896,0.19,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,PMK,Standard trap nets,9,9,1.00,2,.,603,0.15,0,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,YEB,Survey seining,2,1,0.50,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,NOP,Survey seining,2,3,1.50,N,/,0,0.00,N,/
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,WTS,Standard trap nets,9,1,0.11,0,.,1070,2.36,1,.
01017100,Diamond,Aitkin,113393,1994-07-18,Standard Survey,Re-Survey,BLC,Standard trap nets,9,19,2.11,0,.,1959,0.23,0,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,NOP,Standard gill nets,2,2,1.00,2,.,6.1,3.05,1,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,BLC,Standard gill nets,2,1,0.50,0,.,0.4,0.40,0,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,BLB,Standard gill nets,2,11,5.50,0,.,4.1,0.37,0,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,BOF,Standard trap nets,4,4,1.00,0,.,12.1,3.02,2,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,BLC,Standard trap nets,4,4,1.00,1,.,1.2,0.30,0,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,NOP,Standard trap nets,4,1,0.25,N,/,0.9,0.90,N,/
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,BLB,Standard trap nets,4,26,6.50,0,.,7.8,0.30,0,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,PMK,Standard trap nets,4,22,5.50,1,.,2.4,0.11,0,.
01018500,Dogfish,Aitkin,113185,1973-08-07,Standard Survey,Initial Survey,YEB,Standard trap nets,4,9,2.25,2,.,4,0.44,0,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,NOP,Standard gill nets,3,14,4.67,2,.,25569,4.03,1,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,BLC,Standard gill nets,3,38,12.67,0,.,1928,0.11,0,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,BLB,Standard gill nets,3,3,1.00,0,.,258,0.19,0,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,HSF,Standard trap nets,9,2,0.22,N,/,157,0.17,N,/
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,BOF,Standard trap nets,9,7,0.78,0,.,13868,4.37,2,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,BLG,Standard trap nets,9,68,7.56,7,.,4154,0.13,0,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,LMB,Standard trap nets,9,29,3.22,0,.,15843,1.20,0,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,NOP,Standard trap nets,9,2,0.22,N,/,1509,1.66,N,/
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,BLC,Standard trap nets,9,65,7.22,1,.,4825,0.16,0,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,YEB,Standard gill nets,3,21,7.00,0,.,5945,0.62,0,.
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,BLG,Standard gill nets,3,14,4.67,N,/,402,0.06,N,/
01018500,Dogfish,Aitkin,970710849098005,2007-08-06,Standard Survey,Population Assessment,YEB,Standard trap nets,9,22,2.44,2,.,6888,0.69,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BRB,Standard gill nets,4,1,0.25,0,.,345,0.76,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BLC,Standard gill nets,4,28,7.00,0,.,2705,0.21,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,NOP,Standard gill nets,4,18,4.50,2,.,22774,2.79,1,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BLB,Standard gill nets,4,5,1.25,0,.,1254,0.55,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BOF,Standard trap nets,8,4,0.50,0,.,7460,4.11,2,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BLG,Standard trap nets,8,221,27.62,7,.,13766,0.14,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,YEP,Standard trap nets,8,4,0.50,0,.,200,0.11,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,LMB,Standard trap nets,8,6,0.75,0,.,851,0.31,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,NOP,Standard trap nets,8,5,0.62,N,/,4475,1.97,N,/
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BLC,Standard trap nets,8,41,5.12,1,.,3752,0.20,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,YEB,Standard gill nets,4,14,3.50,0,.,2527,0.40,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,PMK,Standard trap nets,8,5,0.62,1,.,313,0.14,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BOF,Standard gill nets,4,1,0.25,0,.,1990,4.39,2,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,BLG,Standard gill nets,4,14,3.50,N,/,1552,0.24,N,/
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,LMB,Standard gill nets,4,8,2.00,0,.,1211,0.33,0,.
01018500,Dogfish,Aitkin,113395,1994-08-03,Standard Survey,Population Assessment,YEB,Standard trap nets,8,29,3.62,2,.,7163,0.54,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,NOP,Standard gill nets,3,6,2.00,2,.,19,3.17,1,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,BLC,Standard gill nets,3,9,3.00,1,.,1.4,0.16,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,BLB,Standard gill nets,3,66,22.00,1,.,20.8,0.32,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,BOF,Standard trap nets,7,4,0.57,0,.,11.1,2.77,2,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,BLG,Standard trap nets,7,65,9.29,2,.,10.2,0.16,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,YEP,Standard trap nets,7,48,6.86,0,.,4.3,0.09,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,GOS,Standard gill nets,3,1,0.33,0,.,0.1,0.10,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,BRB,Standard trap nets,7,5,0.71,0,.,3.7,0.74,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,BLC,Standard trap nets,7,132,18.86,0,.,21.1,0.16,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,BLB,Standard trap nets,7,36,5.14,0,.,13.1,0.36,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,PMK,Standard trap nets,7,102,14.57,1,.,8.3,0.08,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,GOS,Standard trap nets,7,13,1.86,0,.,1.2,0.09,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,YEP,Standard gill nets,3,38,12.67,1,.,3.7,0.10,0,.
01000900,Douglas,Aitkin,113273,1988-06-22,Standard Survey,Population Assessment,YEB,Standard trap nets,7,17,2.43,1,.,8.8,0.52,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,BRB,Standard gill nets,2,39,19.50,0,.,6.9,0.18,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,BLB,Standard gill nets,2,25,12.50,1,.,4.4,0.18,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,BOF,Standard trap nets,2,2,1.00,0,.,7.5,3.75,2,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,BLG,Standard trap nets,2,6,3.00,2,.,1.7,0.28,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,YEP,Standard trap nets,2,6,3.00,0,.,0.7,0.12,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,LMB,Standard trap nets,2,2,1.00,0,.,0.2,0.10,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,BRB,Standard trap nets,2,19,9.50,0,.,9,0.47,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,BLC,Standard trap nets,2,18,9.00,0,.,3.8,0.21,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,BLB,Standard trap nets,2,30,15.00,0,.,13.2,0.44,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,PMK,Standard trap nets,2,8,4.00,1,.,0.8,0.10,0,.
01000900,Douglas,Aitkin,113089,1976-07-07,Standard Survey,Initial Survey,YEP,Standard gill nets,2,19,9.50,1,.,1.8,0.09,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BLB,Standard trap nets,9,193,21.44,0,.,19479,0.22,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BRB,Standard trap nets,9,73,8.11,0,.,11137,0.34,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,YEP,Standard trap nets,9,433,48.11,0,.,15459,0.08,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,YEB,Standard gill nets,6,1,0.17,1,.,85,0.19,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,NOP,Standard gill nets,6,26,4.33,2,.,26695,2.26,1,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,GOS,Standard gill nets,6,4,0.67,0,.,119,0.07,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,YEB,Standard trap nets,9,25,2.78,1,.,3252,0.29,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,NOP,Standard trap nets,9,11,1.22,N,/,5809,1.16,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,GOS,Standard trap nets,9,217,24.11,0,.,4031,0.04,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,LMB,Special trap nets,3,5,1.67,N,/,0,0.00,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BLG,Special trap nets,3,16,5.33,N,/,0,0.00,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,PMK,Special trap nets,3,5,1.67,N,/,0,0.00,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BOF,Special trap nets,3,2,0.67,N,/,0,0.00,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,WTS,Standard gill nets,6,1,0.17,0,.,1060,2.34,1,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BLC,Standard gill nets,6,5,0.83,1,.,317,0.14,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BLB,Standard gill nets,6,22,3.67,1,.,2768,0.28,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BLC,Special trap nets,3,66,22.00,N,/,0,0.00,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,YEP,Standard gill nets,6,156,26.00,1,.,6504,0.09,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BRB,Standard gill nets,6,4,0.67,0,.,757,0.42,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BRB,Special trap nets,3,22,7.33,N,/,0,0.00,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,YEP,Special trap nets,3,29,9.67,N,/,0,0.00,N,/
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,PMK,Standard trap nets,9,19,2.11,1,.,661,0.08,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BLG,Standard trap nets,9,68,7.56,2,.,11774,0.38,0,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BOF,Standard trap nets,9,7,0.78,0,.,16190,5.10,2,.
01000900,Douglas,Aitkin,113359,1993-06-21,Standard Survey,Re-Survey,BLC,Standard trap nets,9,91,10.11,0,.,5575,0.14,0,.
01017500,Dummer,Aitkin,113297,1989-07-11,Standard Survey,Population Assessment,BLC,Standard gill nets,2,75,37.50,1,.,6.9,0.09,0,.
01017500,Dummer,Aitkin,113297,1989-07-11,Standard Survey,Population Assessment,BLC,Standard trap nets,4,805,201.25,1,.,56.3,0.07,0,.
01017500,Dummer,Aitkin,113232,1984-07-30,Standard Survey,Initial Survey,BLC,Standard gill nets,1,76,76.00,1,.,18,0.24,0,.
01017500,Dummer,Aitkin,113232,1984-07-30,Standard Survey,Initial Survey,BLC,Standard trap nets,3,195,65.00,1,.,31,0.16,0,.
01017500,Dummer,Aitkin,113232,1984-07-30,Standard Survey,Initial Survey,LMB,Standard gill nets,1,1,1.00,0,.,1.75,1.75,0,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,BRB,Standard gill nets,9,18,2.00,0,.,11025,1.35,0,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,BLC,Standard gill nets,9,128,14.22,1,.,13152,0.23,0,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,NOP,Standard gill nets,9,86,9.56,3,.,90442,2.32,1,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,BLB,Standard gill nets,9,4,0.44,0,.,1765,0.97,0,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,WTS,Standard gill nets,9,8,0.89,0,.,8870,2.44,1,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,WAE,Standard gill nets,9,22,2.44,0,.,21382,2.14,1,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,PMK,Standard gill nets,9,1,0.11,N,/,95,0.21,N,/
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,SHR,Standard gill nets,9,6,0.67,0,.,4219,1.55,3,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,YEB,Standard gill nets,9,8,0.89,2,.,3006,0.83,0,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,BOF,Standard gill nets,9,8,0.89,0,.,20022,5.52,3,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,BLG,Standard gill nets,9,33,3.67,N,/,5443,0.36,N,/
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,YEP,Standard gill nets,9,75,8.33,1,.,3909,0.11,0,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,LMB,Standard gill nets,9,1,0.11,0,.,491,1.08,0,.
01012300,Elm Island,Aitkin,4291015552837000,2010-06-07,Targeted Survey,Special Assessment,RKB,Standard gill nets,9,6,0.67,0,.,892,0.33,0,.
01012300,Elm Island,Aitkin,4291317528751000,2013-06-24,Standard Survey,Re-Survey,BLB,Standard trap nets,9,6,0.67,0,.,3721,1.37,0,.
01012300,Elm Island,Aitkin,4291317528751000,2013-06-24,Standard Survey,Re-Survey,BRB,Standard trap nets,9,7,0.78,0,.,3978,1.25,0,.
01012300,Elm Island,Aitkin,4291317528751000,2013-06-24,Standard Survey,Re-Survey,YEB,Standard gill nets,9,4,0.44,2,.,1533,0.84,0,.
01012300,Elm Island,Aitkin,4291317528751000,2013-06-24,Standard Survey,Re-Survey,NOP,Standard gill nets,9,96,10.67,3,.,128714,2.96,1,.
01012300,Elm Island,Aitkin,4291317528751000,2013-06-24,Standard Survey,Re-Survey,YEB,Standard trap nets,9,23,2.56,2,.,7825,0.75,0,.
01012300,Elm Island,Aitkin,4291317528751000,2013-06-24,Standard Survey,Re-Survey,NOP,Standard trap nets,9,4,0.44,N,/,3493,1.93,N,/
01012300,Elm Island,Aitkin,4291317528751000,2013-06-24,Standard Survey,Re-Survey,SHR,Standard gill nets,9,3,0.33,0,.,1883,1.38,3,.
